name,question,response
SpotCrime,"Alexa, open SpotCrime","Sorry, I don't know that one."
SpotCrime,help,"For Help, please visit the help pages on the Amazon web site."
SpotCrime,stop,
SpotCrime,quit,
SpotCrime,"Alexa, open SpotCrime","Hmm, I don't know that."
SpotCrime,help,"For Help, please visit the help pages on the Amazon web site."
SpotCrime,stop,
SpotCrime,quit,
SpotCrime,"Alexa, open SpotCrime","Hmm, I don't know that one."
SpotCrime,help,"For Help, please visit the help pages on the Amazon web site."
SpotCrime,stop,
SpotCrime,quit,
The Rookie's Guide to the NFL,"Alexa, open The Rookie's Guide to the NFL","Sorry, I don't know that."
The Rookie's Guide to the NFL,help,"For Help, please visit the help pages on the Amazon web site."
The Rookie's Guide to the NFL,stop,
The Rookie's Guide to the NFL,quit,
The Rookie's Guide to the NFL,"Alexa, open The Rookie's Guide to the NFL","Sorry, I don't know that one."
The Rookie's Guide to the NFL,help,"For Help, please visit the help pages on the Amazon web site."
The Rookie's Guide to the NFL,stop,
The Rookie's Guide to the NFL,quit,
The Rookie's Guide to the NFL,"Alexa, open The Rookie's Guide to the NFL","Sorry, I’m not sure about that."
The Rookie's Guide to the NFL,help,"For Help, please visit the help pages on the Amazon web site."
The Rookie's Guide to the NFL,stop,
The Rookie's Guide to the NFL,quit,
NBC4 Washington,"Alexa, open NBC4 Washington","Ok, Here's UV Index"
NBC4 Washington,help,"For Help, please visit the help pages on the Amazon web site."
NBC4 Washington,stop,
NBC4 Washington,quit,
Consumer Reports,"Alexa, open Consumer Reports",<Audio only response>
Consumer Reports,help,"For Help, please visit the help pages on the Amazon web site."
Consumer Reports,stop,
Consumer Reports,quit,
Consumer Reports,"Alexa, open Consumer Reports",<Audio only response>
Consumer Reports,help,"For Help, please visit the help pages on the Amazon web site."
Consumer Reports,stop,
Consumer Reports,quit,
Consumer Reports,"Alexa, open Consumer Reports",<Audio only response>
Consumer Reports,help,"For Help, please visit the help pages on the Amazon web site."
Consumer Reports,stop,
Consumer Reports,quit,
Malayala Manorama,"Alexa, open Malayala Manorama","Welcome to Manorama online . Listen to news inLatest, Kerala, National, World and Entertainment. To hear news from a category like kerala, say READ KERALA NEWS. To listen to a news in detail, say TELL ME MORE ABOUT THIS. To skip to the next news during the playback of the current news say, NEXT. At any point, to repeat what is being read, say, REPEAT. For assistance, say HELP."
Malayala Manorama,help,
Malayala Manorama,stop,Thank you for using Manorama online . Goodbye
Malayala Manorama,quit,
Malayala Manorama,"Alexa, open Malayala Manorama","Welcome to Manorama online . Listen to news inLatest, Kerala, National, World and Entertainment. To hear news from a category like kerala, say READ KERALA NEWS. To listen to a news in detail, say TELL ME MORE ABOUT THIS. To skip to the next news during the playback of the current news say, NEXT. At any point, to repeat what is being read, say, REPEAT. For assistance, say HELP."
Malayala Manorama,help,"Listen to news in Latest, Kerala, National, World and Entertainment. To hear news from a category like kerala, say READ KERALA NEWS. To listen to a news in detail, say TELL ME MORE ABOUT THIS. To skip to the next news during the playback of the current news say, NEXT. At any point, to repeat what is being read, say, REPEAT. For assistance, say HELP.To exit from the skill, say GOODBYE MANORAMA."
Malayala Manorama,stop,Thank you for using Manorama online . Goodbye
Malayala Manorama,quit,
Malayala Manorama,"Alexa, open Malayala Manorama","Welcome to Manorama online . Listen to news inLatest, Kerala, National, World and Entertainment. To hear news from a category like kerala, say READ KERALA NEWS. To listen to a news in detail, say TELL ME MORE ABOUT THIS. To skip to the next news during the playback of the current news say, NEXT. At any point, to repeat what is being read, say, REPEAT. For assistance, say HELP."
Malayala Manorama,help,"Listen to news in Latest, Kerala, National, World and Entertainment. To hear news from a category like kerala, say READ KERALA NEWS. To listen to a news in detail, say TELL ME MORE ABOUT THIS. To skip to the next news during the playback of the current news say, NEXT. At any point, to repeat what is being read, say, REPEAT. For assistance, say HELP.To exit from the skill, say GOODBYE MANORAMA."
Malayala Manorama,stop,Thank you for using Manorama online . Goodbye
Malayala Manorama,quit,
SYFY WIRE,"Alexa, open SYFY WIRE","Hmm, I'm not sure."
SYFY WIRE,help,"For Help, please visit the help pages on the Amazon web site."
SYFY WIRE,stop,
SYFY WIRE,quit,
SYFY WIRE,"Alexa, open SYFY WIRE","Sorry, I don't know that one."
SYFY WIRE,help,"For Help, please visit the help pages on the Amazon web site."
SYFY WIRE,stop,
SYFY WIRE,quit,
SYFY WIRE,"Alexa, open SYFY WIRE","Sorry, I’m not sure about that."
SYFY WIRE,help,"For Help, please visit the help pages on the Amazon web site."
SYFY WIRE,stop,
SYFY WIRE,quit,
KYW Newsradio 3 Things To Know,"Alexa, open KYW Newsradio 3 Things To Know",
KYW Newsradio 3 Things To Know,help,"For Help, please visit the help pages on the Amazon web site."
KYW Newsradio 3 Things To Know,stop,
KYW Newsradio 3 Things To Know,quit,
n. t. v.,"Alexa, open n. t. v.","Hi,Welcome to NTV News. Developed by SANGAM Artificial Intelligence Company. I can help you to know more about Business News, Sports News, Technology News and Entertainment News. Today's Breaking News"
n. t. v.,help,"Sure,You can ask me about NTV News. Developed by SANGAM Artificial Intelligence Company. I can help you to know more about Business News, Sports News, Technology News and Entertainment News."
n. t. v.,stop,"Sure,I am closing NTV skill"
n. t. v.,quit,
n. t. v.,"Alexa, open n. t. v.","Hi,Welcome to NTV News. Developed by SANGAM Artificial Intelligence Company. I can help you to know more about Business News, Sports News, Technology News and Entertainment News. Today's Breaking News"
n. t. v.,help,"Sure,You can ask me about NTV News. Developed by SANGAM Artificial Intelligence Company. I can help you to know more about Business News, Sports News, Technology News and Entertainment News."
n. t. v.,stop,"Sure,I am closing NTV skill"
n. t. v.,quit,
n. t. v.,"Alexa, open n. t. v.","Hi,Welcome to NTV News. Developed by SANGAM Artificial Intelligence Company. I can help you to know more about Business News, Sports News, Technology News and Entertainment News. Today's Breaking News"
n. t. v.,help,"Sure,You can ask me about NTV News. Developed by SANGAM Artificial Intelligence Company. I can help you to know more about Business News, Sports News, Technology News and Entertainment News."
n. t. v.,stop,"Sure,I am closing NTV skill"
n. t. v.,quit,
Biden's Briefing,"Alexa, open Biden's Briefing",<Short audio>
Biden's Briefing,help,We'll publish narrated articles that were selected by Vice President Joe Biden here on a regular basis. Say stop or exit at any time to leave the briefing.
Biden's Briefing,stop,Stopping
Biden's Briefing,quit,
Biden's Briefing,"Alexa, open Biden's Briefing"
Biden's Briefing,help,We'll publish narrated articles that were selected by Vice President Joe Biden here on a regular basis. Say stop or exit at any time to leave the briefing.
Biden's Briefing,stop,Stopping
Biden's Briefing,quit,
Biden's Briefing,"Alexa, open Biden's Briefing"
Biden's Briefing,help,We'll publish narrated articles that were selected by Vice President Joe Biden here on a regular basis. Say stop or exit at any time to leave the briefing.
Biden's Briefing,stop,Stopping
Biden's Briefing,quit,
The San Diego Union-Tribune,"Alexa, open The San Diego Union-Tribune","Hmm, I don't know that one."
The San Diego Union-Tribune,help,"For Help, please visit the help pages on the Amazon web site."
The San Diego Union-Tribune,stop,
The San Diego Union-Tribune,quit,
Cowboys Fan,"Alexa, open Cowboys Fan","Welcome to Cowboys Fan. You can start by saying, Give me a flash briefing on the Cowboys to get team's ranking, previous game result and next game schedule."
Cowboys Fan,help,"Say score to get last game score or live game score. Ask Cowboys next match up to get scheduled next game. Say rank to get Cowboys standing. You can also request super bowl wins to see how many times have the Cowboys won the super bowls. Or say fun facts to get more knowledge of Cowboys. If you do not hear clearly, say repeat."
Cowboys Fan,stop,Catch you at the next tailgate!
Cowboys Fan,quit,
Cowboys Fan,"Alexa, open Cowboys Fan","Welcome to Cowboys Fan. You can start by saying, Give me a flash briefing on the Cowboys to get team's ranking, previous game result and next game schedule."
Cowboys Fan,help,"Say score to get last game score or live game score. Ask Cowboys next match up to get scheduled next game. Say rank to get Cowboys standing. You can also request super bowl wins to see how many times have the Cowboys won the super bowls. Or say fun facts to get more knowledge of Cowboys. If you do not hear clearly, say repeat."
Cowboys Fan,stop,"Bye, can't wait to cheer on the Cowboys with you!"
Cowboys Fan,quit,
Cowboys Fan,"Alexa, open Cowboys Fan","Welcome to Cowboys Fan. You can start by saying, Give me a flash briefing on the Cowboys to get team's ranking, previous game result and next game schedule."
Cowboys Fan,help,"Say score to get last game score or live game score. Ask Cowboys next match up to get scheduled next game. Say rank to get Cowboys standing. You can also request super bowl wins to see how many times have the Cowboys won the super bowls. Or say fun facts to get more knowledge of Cowboys. If you do not hear clearly, say repeat."
Cowboys Fan,stop,Catch you at the next tailgate!
Cowboys Fan,quit,
WHNT Flash Briefing,"Alexa, open WHNT Flash Briefing",Here's your news.
WHNT Flash Briefing,help,"For Help, please visit the help pages on the Amazon web site."
WHNT Flash Briefing,stop,
WHNT Flash Briefing,quit,
Time Machine,"Alexa, open Time Machine","Hmm, I don't know that."
Time Machine,help,"For Help, please visit the help pages on the Amazon web site."
Time Machine,stop,
Time Machine,quit,
Time Machine,"Alexa, open Time Machine","Sorry, I’m not sure about that."
Time Machine,help,"For Help, please visit the help pages on the Amazon web site."
Time Machine,stop,
Time Machine,quit,
Time Machine,"Alexa, open Time Machine","Sorry, I don't know that one."
Time Machine,help,"For Help, please visit the help pages on the Amazon web site."
Time Machine,stop,
Time Machine,quit,
8 News Now CBS Las Vegas,"Alexa, open 8 News Now CBS Las Vegas","Hmm, I don't know that one."
8 News Now CBS Las Vegas,help,"For Help, please visit the help pages on the Amazon web site."
8 News Now CBS Las Vegas,stop,
8 News Now CBS Las Vegas,quit,
College Football Roster Info,"Alexa, open College Football Roster Info",You have College Football Rankings enabled. Do you want to open it?
College Football Roster Info,Yes,"Welcome to College Football Rankings! You can ask to hear any number of the top one to twenty five teams. If you need help, say Help!"
College Football Roster Info,help,"You may ask what are the top 1 through 25 teams. You may also just say what are the rankings. Additionally, if you would like to close the application say close or stop! What would you like to do?"
College Football Roster Info,stop,"Thank you, and goodbye!"
College Football Roster Info,quit,
College Football Roster Info,"Alexa, open College Football Roster Info",You have College Football Rankings enabled. Do you want to open it?
College Football Roster Info,Yes,"Welcome to College Football Rankings! You can ask to hear any number of the top one to twenty five teams. If you need help, say Help!"
College Football Roster Info,help,"You may ask what are the top 1 through 25 teams. You may also just say what are the rankings. Additionally, if you would like to close the application say close or stop! What would you like to do?"
College Football Roster Info,stop,"Thank you, and goodbye!"
College Football Roster Info,quit,
College Football Roster Info,"Alexa, open College Football Roster Info",You have College Football Rankings enabled. Do you want to open it?
College Football Roster Info,Yes,"Welcome to College Football Rankings! You can ask to hear any number of the top one to twenty five teams. If you need help, say Help!"
College Football Roster Info,help,"You may ask what are the top 1 through 25 teams. You may also just say what are the rankings. Additionally, if you would like to close the application say close or stop! What would you like to do?"
College Football Roster Info,stop,"Thank you, and goodbye!"
College Football Roster Info,quit,
World Radio,"Alexa, open World Radio",World Radio from TuneIn.
World Radio,help,"For Help, please visit the help pages on the Amazon web site."
World Radio,stop,
World Radio,quit,
World Radio,"Alexa, open World Radio",World Radio from TuneIn.
World Radio,help,"For Help, please visit the help pages on the Amazon web site."
World Radio,stop,
World Radio,quit,
World Radio,"Alexa, open World Radio",World Radio from TuneIn.
World Radio,help,"For Help, please visit the help pages on the Amazon web site."
World Radio,stop,
World Radio,quit,
92.3 The Fan,"Alexa, open 92.3 The Fan",
92.3 The Fan,help,"For Help, please visit the help pages on the Amazon web site."
92.3 The Fan,stop,
92.3 The Fan,quit,
NoAgenda,"Alexa, open NoAgenda","Sorry, I don't know that."
NoAgenda,help,"For Help, please visit the help pages on the Amazon web site."
NoAgenda,stop,
NoAgenda,quit,
Radio Free Cybertron Daily News,"Alexa, open Radio Free Cybertron Daily News","I’ve added Radio Free Cybertron Daily News to your Flash Briefing; to hear it, just say, “What’s my Flash Briefing.” To manage your content, go to the Alexa App, tap on Settings, then select Flash Briefing."
Radio Free Cybertron Daily News,help,"For Help, please visit the help pages on the Amazon web site."
Radio Free Cybertron Daily News,stop,
Radio Free Cybertron Daily News,quit,
Swedish Radio Flash Briefing,"Alexa, open Swedish Radio Flash Briefing",You have Focus Word enabled. Do you want to open it?
Swedish Radio Flash Briefing,Yes,"The Focus Word is Judgment. Judging another person defines you. Not the other person. Today, focus on your judgment."
Swedish Radio Flash Briefing,help,"For Help, please visit the help pages on the Amazon web site."
Swedish Radio Flash Briefing,stop,
Swedish Radio Flash Briefing,quit,
News 5 Cleveland,"Alexa, open News 5 Cleveland","Sorry, I don't know that."
News 5 Cleveland,help,"For Help, please visit the help pages on the Amazon web site."
News 5 Cleveland,stop,
News 5 Cleveland,quit,
The Dallas Morning News,"Alexa, open The Dallas Morning News","Sorry, I don't know that one."
The Dallas Morning News,help,"For Help, please visit the help pages on the Amazon web site."
The Dallas Morning News,stop,
The Dallas Morning News,quit,
vrt,"Alexa, open vrt","Sorry, I'm not sure."
vrt,help,"For Help, please visit the help pages on the Amazon web site."
vrt,stop,
vrt,quit,
Phase of the moon,"Alexa, open Phase of the moon","The next full moon is on Friday April 19th at 5:10 a.m. Right now, the moon is waxing. New moon occured on April 5th."
Phase of the moon,help,"For Help, please visit the help pages on the Amazon web site."
Phase of the moon,stop,
Phase of the moon,quit,
Phase of the moon,"Alexa, open Phase of the moon","The next full moon is on Friday April 19th at 5:10 a.m. Right now, the moon is waxing. New moon occured on April 5th."
Phase of the moon,help,"For Help, please visit the help pages on the Amazon web site."
Phase of the moon,stop,
Phase of the moon,quit,
Phase of the moon,"Alexa, open Phase of the moon","The next full moon is on Friday April 19th at 5:10 a.m. Currently, the moon is waxing. New moon occured on April 5th."
Phase of the moon,help,"For Help, please visit the help pages on the Amazon web site."
Phase of the moon,stop,
Phase of the moon,quit,
Market News,"Alexa, open Market News",<Short audio>
Market News,help,<Short audio>
Market News,stop,<Short audio>
Market News,quit,
Market News,"Alexa, open Market News",<Short audio>
Market News,help,<Short audio>
Market News,stop,<Short audio>
Market News,quit,
Market News,"Alexa, open Market News",<Short audio>
Market News,help,<Short audio>
Market News,stop,<Short audio>
Market News,quit,
Live News,"Alexa, open Live News","Hmm, I'm not sure."
Live News,help,"For Help, please visit the help pages on the Amazon web site."
Live News,stop,
Live News,quit,
Live News,"Alexa, open Live News","Hmm, I'm not sure."
Live News,help,"For Help, please visit the help pages on the Amazon web site."
Live News,stop,
Live News,quit,
Live News,"Alexa, open Live News","Sorry, I'm not sure."
Live News,help,"For Help, please visit the help pages on the Amazon web site."
Live News,stop,
Live News,quit,
NBC Sports Update,"Alexa, open NBC Sports Update",You have NBC News enabled. Do you want to open it?
NBC Sports Update,Yes,"Welcome to nbc news,you can ask what's trending get the top topics or ask for breaking news. Which would you like to hear?"
NBC Sports Update,help,"“Thanks for being patient. We are not as good as lester holt.The NBC news skill is your voice guide to the latest news stories on NBC news dot com.You can ask for what's trending or for breaking news,or for our top topics, like Politics, Business, and health.Don't forget to check NBC news dot com for more in-depth coverage.What would you like to listen to?"
NBC Sports Update,stop,Good bye .
NBC Sports Update,quit,
NBC Sports Update,"Alexa, open NBC Sports Update",You have NBC News enabled. Do you want to open it?
NBC Sports Update,Yes,"Welcome to nbc news,you can ask what's trending get the top topics or ask for breaking news. Which would you like to hear?"
NBC Sports Update,help,"“Thanks for being patient. We are not as good as lester holt.The NBC news skill is your voice guide to the latest news stories on NBC news dot com.You can ask for what's trending or for breaking news,or for our top topics, like Politics, Business, and health.Don't forget to check NBC news dot com for more in-depth coverage.What would you like to listen to?"
NBC Sports Update,stop,Good bye .
NBC Sports Update,quit,
NBC Sports Update,"Alexa, open NBC Sports Update",You have NBC News enabled. Do you want to open it?
NBC Sports Update,Yes,"Welcome to nbc news,you can ask what's trending get the top topics or ask for breaking news. Which would you like to hear?"
NBC Sports Update,help,"“Thanks for being patient. We are not as good as lester holt.The NBC news skill is your voice guide to the latest news stories on NBC news dot com.You can ask for what's trending or for breaking news,or for our top topics, like Politics, Business, and health.Don't forget to check NBC news dot com for more in-depth coverage.What would you like to listen to?"
NBC Sports Update,stop,Good bye .
NBC Sports Update,quit,
News 95.5 AM 750 WSB Radio Station,"Alexa, open News 95.5 AM 750 WSB Radio Station",WSB from TuneIn.
News 95.5 AM 750 WSB Radio Station,help,"For Help, please visit the help pages on the Amazon web site."
News 95.5 AM 750 WSB Radio Station,stop,
News 95.5 AM 750 WSB Radio Station,quit,
News 95.5 AM 750 WSB Radio Station,"Alexa, open News 95.5 AM 750 WSB Radio Station",Radio AM 750 from TuneIn.
News 95.5 AM 750 WSB Radio Station,help,"For Help, please visit the help pages on the Amazon web site."
News 95.5 AM 750 WSB Radio Station,stop,
News 95.5 AM 750 WSB Radio Station,quit,
"WRAL News - Raleigh, Durham, Fayetteville","Alexa, open WRAL News - Raleigh, Durham, Fayetteville","Hmm, I don't know that one."
"WRAL News - Raleigh, Durham, Fayetteville",help,"For Help, please visit the help pages on the Amazon web site."
"WRAL News - Raleigh, Durham, Fayetteville",stop,
"WRAL News - Raleigh, Durham, Fayetteville",quit,
"WRAL News - Raleigh, Durham, Fayetteville","Alexa, open WRAL News - Raleigh, Durham, Fayetteville","Hmm, I'm not sure."
"WRAL News - Raleigh, Durham, Fayetteville",help,"For Help, please visit the help pages on the Amazon web site."
"WRAL News - Raleigh, Durham, Fayetteville",stop,
"WRAL News - Raleigh, Durham, Fayetteville",quit,
"WRAL News - Raleigh, Durham, Fayetteville","Alexa, open WRAL News - Raleigh, Durham, Fayetteville","Sorry, I’m not sure about that."
"WRAL News - Raleigh, Durham, Fayetteville",help,"For Help, please visit the help pages on the Amazon web site."
"WRAL News - Raleigh, Durham, Fayetteville",stop,
"WRAL News - Raleigh, Durham, Fayetteville",quit,
NBC Connecticut,"Alexa, open NBC Connecticut",You have NBC News enabled. Do you want to open it?
NBC Connecticut,Yes,"Welcome to nbc news,you can ask what's trending get the top topics or ask for breaking news. Which would you like to hear?"
NBC Connecticut,help,"“Thanks for being patient. We are not as good as lester holt.The NBC news skill is your voice guide to the latest news stories on NBC news dot com.You can ask for what's trending or for breaking news,or for our top topics, like Politics, Business, and health.Don't forget to check NBC news dot com for more in-depth coverage.What would you like to listen to?"
NBC Connecticut,stop,Good bye .
NBC Connecticut,quit,
Dinamalar Latest News,"Alexa, open Dinamalar Latest News","Sorry, I'm not sure."
Dinamalar Latest News,help,"For Help, please visit the help pages on the Amazon web site."
Dinamalar Latest News,stop,
Dinamalar Latest News,quit,
WTOC News,"Alexa, open WTOC News","Hmm, I'm not sure."
WTOC News,help,"For Help, please visit the help pages on the Amazon web site."
WTOC News,stop,
WTOC News,quit,
Trump Golf,"Alexa, open Trump Golf","Our genius president has golfed 149 times, costing taxpayers more than 79 million dollars"
Trump Golf,help,"For Help, please visit the help pages on the Amazon web site."
Trump Golf,stop,
Trump Golf,quit,
Trump Golf,"Alexa, open Trump Golf","Our genius president has golfed 149 times, costing taxpayers more than 79 million dollars"
Trump Golf,help,"For Help, please visit the help pages on the Amazon web site."
Trump Golf,stop,
Trump Golf,quit,
Trump Golf,"Alexa, open Trump Golf","Our genius president has golfed 149 times, costing taxpayers more than 79 million dollars"
Trump Golf,help,"For Help, please visit the help pages on the Amazon web site."
Trump Golf,stop,
Trump Golf,quit,
Share The Facts,"Alexa, open Share The Facts",Share The Facts contains mature content that may not be suitable for all ages
Share The Facts,help,"For Help, please visit the help pages on the Amazon web site."
Share The Facts,stop,
Share The Facts,quit,
Share The Facts,"Alexa, open Share The Facts",Share The Facts contains mature content that may not be suitable for all ages
Share The Facts,help,"For Help, please visit the help pages on the Amazon web site."
Share The Facts,stop,
Share The Facts,quit,
Share The Facts,"Alexa, open Share The Facts",Share The Facts contains mature content that may not be suitable for all ages
Share The Facts,help,"For Help, please visit the help pages on the Amazon web site."
Share The Facts,stop,
Share The Facts,quit,
KIRO Radio 97.3 FM Latest News,"Alexa, open KIRO Radio 97.3 FM Latest News","Hmm, I'm not sure."
KIRO Radio 97.3 FM Latest News,help,"For Help, please visit the help pages on the Amazon web site."
KIRO Radio 97.3 FM Latest News,stop,
KIRO Radio 97.3 FM Latest News,quit,
News4Jax News - WJXT Jacksonville (Flash Briefing),"Alexa, open News4Jax News - WJXT Jacksonville (Flash Briefing)",
News4Jax News - WJXT Jacksonville (Flash Briefing),help,"For Help, please visit the help pages on the Amazon web site."
News4Jax News - WJXT Jacksonville (Flash Briefing),stop,
News4Jax News - WJXT Jacksonville (Flash Briefing),quit,
Pocket,"Alexa, open Pocket","Hmm, I don't know that."
Pocket,help,"For Help, please visit the help pages on the Amazon web site."
Pocket,stop,
Pocket,quit,
Pocket,"Alexa, open Pocket","Sorry, I'm not sure."
Pocket,help,"For Help, please visit the help pages on the Amazon web site."
Pocket,stop,
Pocket,quit,
Pocket,"Alexa, open Pocket","Hmm, I'm not sure."
Pocket,help,"For Help, please visit the help pages on the Amazon web site."
Pocket,stop,
Pocket,quit,
WFSB-TV Channel 3,"Alexa, open WFSB-TV Channel 3",You have Watch TV with Stream Player enabled. Do you want to open it?
WFSB-TV Channel 3,Yes,"Welcome back! What would you like to do? For example say ""watch abc news""."
WFSB-TV Channel 3,help,"You can say „start“ followed by the channels name, for example say ""watch abc news"" or ""start channel one"". To see what channels are available please take a look at the skill description in your alexa app. What would you like to do?"
WFSB-TV Channel 3,stop,Have a nice day. Please rate this skill in the Skill store if you want. I would appreciate it.
WFSB-TV Channel 3,quit,
RotoWire,"Alexa, open RotoWire","Sorry, I don't know that one."
RotoWire,help,"For Help, please visit the help pages on the Amazon web site."
RotoWire,stop,
RotoWire,quit,
RotoWire,"Alexa, open RotoWire","Hmm, I don't know that."
RotoWire,help,"For Help, please visit the help pages on the Amazon web site."
RotoWire,stop,
RotoWire,quit,
RotoWire,"Alexa, open RotoWire","Sorry, I don't know that."
RotoWire,help,"For Help, please visit the help pages on the Amazon web site."
RotoWire,stop,
RotoWire,quit,
India News,"Alexa, open India News","Hmm, I don't know that one."
India News,help,"For Help, please visit the help pages on the Amazon web site."
India News,stop,
India News,quit,
India News,"Alexa, open India News","Hmm, I don't know that one."
India News,help,"For Help, please visit the help pages on the Amazon web site."
India News,stop,
India News,quit,
India News,"Alexa, open India News","Hmm, I don't know that one."
India News,help,"For Help, please visit the help pages on the Amazon web site."
India News,stop,
India News,quit,
Unofficial Ynet News,"Alexa, open Unofficial Ynet News","Unofficial Ynet News is in your Flash Briefing; to hear it, just say, What’s my Flash Briefing. To manage it, go to your Alexa App, tap on settings, then select Flash Briefing."
Unofficial Ynet News,help,"For Help, please visit the help pages on the Amazon web site."
Unofficial Ynet News,stop,
Unofficial Ynet News,quit,
Unofficial Ynet News,"Alexa, open Unofficial Ynet News","Unofficial Ynet News is in your Flash Briefing; to hear it, just say, What’s my Flash Briefing. To manage it, go to your Alexa App, tap on settings, then select Flash Briefing."
Unofficial Ynet News,help,"For Help, please visit the help pages on the Amazon web site."
Unofficial Ynet News,stop,
Unofficial Ynet News,quit,
Unofficial Ynet News,"Alexa, open Unofficial Ynet News","Unofficial Ynet News is in your Flash Briefing; to hear it, just say, What’s my Flash Briefing. To manage it, go to your Alexa App, tap on settings, then select Flash Briefing."
Unofficial Ynet News,help,"For Help, please visit the help pages on the Amazon web site."
Unofficial Ynet News,stop,
Unofficial Ynet News,quit,
Soccer Nerd,"Alexa, open Soccer Nerd","Welcome to Soccer Nerd. You can ask me questions about soccer games. Try, who did Barcelona play last?"
Soccer Nerd,help,
Soccer Nerd,stop,Thank you for talking to Soccer Nerd. Have a nice day!
Soccer Nerd,quit,
Soccer Nerd,"Alexa, open Soccer Nerd","Welcome to Soccer Nerd. You can ask me questions about soccer games. Try, who did Barcelona play last?"
Soccer Nerd,help,"You can ask me questions about upcoming and past soccer games. Soccer nerd knows about the teams in the English,Spanish and Portuguese Football Leagues. Try, who did Barcelona play last?"
Soccer Nerd,stop,Thank you for talking to Soccer Nerd. Have a nice day!
Soccer Nerd,quit,
Soccer Nerd,"Alexa, open Soccer Nerd","Welcome to Soccer Nerd. You can ask me questions about soccer games. Try, who did Barcelona play last?"
Soccer Nerd,help,"You can ask me questions about upcoming and past soccer games. Soccer nerd knows about the teams in the English,Spanish and Portuguese Football Leagues. Try, who did Barcelona play last?"
Soccer Nerd,stop,Thank you for talking to Soccer Nerd. Have a nice day!
Soccer Nerd,quit,
49ers Update - Powered by 30sec,"Alexa, open 49ers Update - Powered by 30sec","Hmm, I don't know that one."
49ers Update - Powered by 30sec,help,"For Help, please visit the help pages on the Amazon web site."
49ers Update - Powered by 30sec,stop,
49ers Update - Powered by 30sec,quit,
49ers Update - Powered by 30sec,"Alexa, open 49ers Update - Powered by 30sec","Sorry, I don't know that."
49ers Update - Powered by 30sec,help,"For Help, please visit the help pages on the Amazon web site."
49ers Update - Powered by 30sec,stop,
49ers Update - Powered by 30sec,quit,
49ers Update - Powered by 30sec,"Alexa, open 49ers Update - Powered by 30sec","Hmm, I don't know that."
49ers Update - Powered by 30sec,help,"For Help, please visit the help pages on the Amazon web site."
49ers Update - Powered by 30sec,stop,
49ers Update - Powered by 30sec,quit,
Hacker News,"Alexa, open Hacker News","Sorry, I don't know that."
Hacker News,help,"For Help, please visit the help pages on the Amazon web site."
Hacker News,stop,
Hacker News,quit,
Hacker News,"Alexa, open Hacker News","Sorry, I'm not sure."
Hacker News,help,"For Help, please visit the help pages on the Amazon web site."
Hacker News,stop,
Hacker News,quit,
Hacker News,"Alexa, open Hacker News","Sorry, I don't know that."
Hacker News,help,"For Help, please visit the help pages on the Amazon web site."
Hacker News,stop,
Hacker News,quit,
Powerball Numbers,"Alexa, open Powerball Numbers",Powerball Numbers contains mature content that may not be suitable for all ages
Powerball Numbers,help,"For Help, please visit the help pages on the Amazon web site."
Powerball Numbers,stop,
Powerball Numbers,quit,
Powerball Numbers,"Alexa, open Powerball Numbers",Powerball Numbers contains mature content that may not be suitable for all ages
Powerball Numbers,help,"For Help, please visit the help pages on the Amazon web site."
Powerball Numbers,stop,
Powerball Numbers,quit,
Powerball Numbers,"Alexa, open Powerball Numbers",Powerball Numbers contains mature content that may not be suitable for all ages
Powerball Numbers,help,"For Help, please visit the help pages on the Amazon web site."
Powerball Numbers,stop,
Powerball Numbers,quit,
Game Lines,"Alexa, open Game Lines",
Game Lines,help,
Game Lines,stop,
Game Lines,quit,
Game Lines,"Alexa, open Game Lines","Welcome to Game Lines, find the line for an upcoming sport event. For example, you can ask for 'the steelers,' or 'the Pittsburgh basketball game.'"
Game Lines,help,"I can help you find spreads for sports events. For example, you can ask for 'the steelers,' or 'the Pittsburgh basketball game.'"
Game Lines,stop,Ok.
Game Lines,quit,
Game Lines,"Alexa, open Game Lines","Welcome to Game Lines, find the line for an upcoming sport event. For example, you can ask for 'the steelers,' or 'the Pittsburgh basketball game.'"
Game Lines,help,"I can help you find spreads for sports events. For example, you can ask for 'the steelers,' or 'the Pittsburgh basketball game.'"
Game Lines,stop,Ok.
Game Lines,quit,
Baltimore Sun,"Alexa, open Baltimore Sun","Sorry, I'm not sure."
Baltimore Sun,help,"For Help, please visit the help pages on the Amazon web site."
Baltimore Sun,stop,
Baltimore Sun,quit,
Baltimore Sun,"Alexa, open Baltimore Sun","Hmm, I'm not sure."
Baltimore Sun,help,"For Help, please visit the help pages on the Amazon web site."
Baltimore Sun,stop,
Baltimore Sun,quit,
Baltimore Sun,"Alexa, open Baltimore Sun","Hmm, I don't know that."
Baltimore Sun,help,"For Help, please visit the help pages on the Amazon web site."
Baltimore Sun,stop,
Baltimore Sun,quit,
San Antonio Express News,"Alexa, open San Antonio Express News","Sorry, I don't know that one."
San Antonio Express News,help,"For Help, please visit the help pages on the Amazon web site."
San Antonio Express News,stop,
San Antonio Express News,quit,
Trump Bot,"Alexa, open Trump Bot","Welcome to Trump Bot. Trump Bot inform you of the latest Trump's tweet. Try saying, what is latest tweet."
Trump Bot,help,"Try saying, what is latest tweet."
Trump Bot,stop,bye.
Trump Bot,quit,
