name,question,response
Tour de Profit with Rich Allen,help,"For Help, please visit the help pages on the Amazon web site."
Tour de Profit with Rich Allen,stop,
Tour de Profit with Rich Allen,quit,
BizMagic Minute,"Alexa, open BizMagic Minute",
BizMagic Minute,help,"For Help, please visit the help pages on the Amazon web site."
BizMagic Minute,stop,
BizMagic Minute,quit,
CNN Business Flash Briefing,"Alexa, open CNN Business Flash Briefing",Here's your news.
CNN Business Flash Briefing,help,"For Help, please visit the help pages on the Amazon web site."
CNN Business Flash Briefing,stop,
CNN Business Flash Briefing,quit,
Coldwell Banker Home of the Week,"Alexa, open Coldwell Banker Home of the Week","Sorry, Iâ€™m not sure about that."
Coldwell Banker Home of the Week,help,"For Help, please visit the help pages on the Amazon web site."
Coldwell Banker Home of the Week,stop,
Coldwell Banker Home of the Week,quit,
My Realtor,"Alexa, open My Realtor","Sorry, Iâ€™m not sure about that."
My Realtor,help,"For Help, please visit the help pages on the Amazon web site."
My Realtor,stop,
My Realtor,quit,
California Association of Realtors,"Alexa, open California Association of Realtors","Sorry, I don't know that."
California Association of Realtors,help,"For Help, please visit the help pages on the Amazon web site."
California Association of Realtors,stop,
California Association of Realtors,quit,
Daily Shot of Social Media for Realtors,"Alexa, open Daily Shot of Social Media for Realtors","Hmm, I don't know that one."
Daily Shot of Social Media for Realtors,help,"For Help, please visit the help pages on the Amazon web site."
Daily Shot of Social Media for Realtors,stop,
Daily Shot of Social Media for Realtors,quit,
iPay QuickPay,"Alexa, open iPay QuickPay","Hmm, I don't know that one."
iPay QuickPay,help,"For Help, please visit the help pages on the Amazon web site."
iPay QuickPay,stop,
iPay QuickPay,quit,
Grange Insurance,"Alexa, open Grange Insurance",You have Car Insurance Finder enabled. Do you want to open it?
Grange Insurance,Yes,"I'm Carrie, an artificial intelligence car insurance finder. I compare hundreds of rates and policy options to determine the best company for you. Ask me to get you a quick match for a quote, or ask for my most frequent questions? By the way, I can give a lot of great info through email. Go to the Alexa app to connect your account. Otherwise, I'll still try and give you some good information."
Grange Insurance,help,"I'm Carrie, an AI car insurance finder. I can help you get better car insurance and figure out how much it costs. Soon I will also be able to tell you which companies are good and bad. I've looked at millions of complaints and rankings, so you are really protected. Ask me to get you a policy estimate?"
Grange Insurance,stop,"Come back any time, I'm Carrie your Car Insurance Helper. Good bye!"
Grange Insurance,quit,
Livestream Universe Update: Livestreaming News,"Alexa, open Livestream Universe Update: Livestreaming News","Livestream Universe Update: Livestreaming News is in your Flash Briefing; to hear it, just say, Whatâ€™s my Flash Briefing. To manage it, go to your Alexa App, tap on settings, then select Flash Briefing."
Livestream Universe Update: Livestreaming News,help,"For Help, please visit the help pages on the Amazon web site."
Livestream Universe Update: Livestreaming News,stop,
Livestream Universe Update: Livestreaming News,quit,
First Hawaiian Bank,"Alexa, open First Hawaiian Bank","Ok, Here's StockTicker"
First Hawaiian Bank,help,"I can help you get the latest price for a stock. You can simply open Stock Ticker and ask a question like, What's the stock price for Amazon. Or you can say exit to quit this skill. There maybe times where I have trouble recognizing or looking up a Company's name. For these cases, I am able to look up stock symbols as well. For stock symbol lookups, just replace the company name with the symbol, like, What's the stock price for GOOGL. Now, what company should I look up?"
First Hawaiian Bank,stop,Goodbye!
First Hawaiian Bank,quit,
Morgan J's SDR Chronicles,"Alexa, open Morgan J's SDR Chronicles",You have Morgan Stanley enabled. Do you want to open it?
Morgan J's SDR Chronicles,Yes,"Sure. Opening Morgan Stanley. Would you like to hear the latest ideas or learn about the company? For a full list of capabilities, say help."
Morgan J's SDR Chronicles,help,"What would you like to know more about? You can say: Ideas Briefing, the ideas Podcast, Thoughts on the Market, Jargon Buster or Get to Know Morgan Stanley."
Morgan J's SDR Chronicles,stop,Goodbye!
Morgan J's SDR Chronicles,quit,
She's Making an Impact with Rachel Ngom,"Alexa, open She's Making an Impact with Rachel Ngom",<Audio only response>
She's Making an Impact with Rachel Ngom,help,"For Help, please visit the help pages on the Amazon web site."
She's Making an Impact with Rachel Ngom,stop,
She's Making an Impact with Rachel Ngom,quit,
Garlic Ticker,"Alexa, open Garlic Ticker","Welcome to Garlic Ticker, you can ask about prices and changes for garlic coin. Would you like to hear the price of Garlic coin?"
Garlic Ticker,help,"Garlic Ticker allows users to track the rank,price, and changes of garlicoin. Would you like to hear the price of Garlicoin?"
Garlic Ticker,stop,Exiting Garlic Ticker...Thank You
Garlic Ticker,quit,
Westpac Banking,"Alexa, open Westpac Banking",Hey! What can I help you with?
Westpac Banking,help,Happy to help! I can tell you about your account balances or get your transaction details. Try saying: What's my balance? How many points do I have? or What are my recent transactions? Go ahead and ask me something!How can I help?
Westpac Banking,stop,See you later!
Westpac Banking,quit,
Optum Bank,"Alexa, open Optum Bank","Hello. I am the Optum Bank FAQ skill. Feel free to ask me whether an item is a qualified medical expense, or say help to see some of the other things I can do."
Optum Bank,help,"The Optum Bank FAQ Skill can help you determine if an item is a qualified medical expense. It can also answer frequently asked questions regarding tax forms, different fees, and contribution limits for HSAs, FSAs and HRAs or tell you an interesting random fact. What other question can I help answer?"
Optum Bank,stop,Thanks for using the Optum Bank skill. Goodbye.
Optum Bank,quit,
Equities,"Alexa, open Equities","Hmm, I'm not sure."
Equities,help,"For Help, please visit the help pages on the Amazon web site."
Equities,stop,
Equities,quit,
Mark Cuban Quotes,"Alexa, open Mark Cuban Quotes","Hmm, I don't know that."
Mark Cuban Quotes,help,"For Help, please visit the help pages on the Amazon web site."
Mark Cuban Quotes,stop,
Mark Cuban Quotes,quit,
Currency Converter,"Alexa, open Currency Converter",Welcome to the Currency Converter Skill. I can tell you the current currency exchange or convert money. What can I help you with?
Currency Converter,help,"Ask me to look for current exchange rates. You can say: Exchange currency between dollars and sterling pounds. I can also make conversions from one currency to another. For example, you can say: can I have the conversion from ten euros to pounds?. The currencies you can ask me for are: american dollar, nicaraguan cordoba, euro, british pound, canadian dollar, chinese renminbi, brazilian real, colombian peso, and venezuelan bolivar. Do you want to convert something or ask me for some exchange rates?"
Currency Converter,stop,"Ok, come back anytime you need help making currency conversions or finding exchange rates. Goodbye."
Currency Converter,quit,
CryptoCurrency,"Alexa, open CryptoCurrency","Sorry, I'm not sure."
CryptoCurrency,help,"For Help, please visit the help pages on the Amazon web site."
CryptoCurrency,stop,
CryptoCurrency,quit,
Marketplace,"Alexa, open Marketplace",<Audio only response>
Marketplace,help,"For Help, please visit the help pages on the Amazon web site."
Marketplace,stop,
Marketplace,quit,
MAGA,"Alexa, open MAGA","Hmm, I don't know that one."
MAGA,help,"For Help, please visit the help pages on the Amazon web site."
MAGA,stop,
MAGA,quit,
Comcast Business ActiveCore,"Alexa, open Comcast Business ActiveCore",It appears that your account is not currently linked. Go to your Alexa app and link your active core Alexa Skill.
Comcast Business ActiveCore,help,"For Help, please visit the help pages on the Amazon web site."
Comcast Business ActiveCore,stop,
Comcast Business ActiveCore,quit,
Create My Voice,"Alexa, open Create My Voice","Sorry, I don't know that one."
Create My Voice,help,"For Help, please visit the help pages on the Amazon web site."
Create My Voice,stop,
Create My Voice,quit,
On The Dot Woman Flash Briefing,"Alexa, open On The Dot Woman Flash Briefing",You have Inspire Me enabled. Do you want to open it?
On The Dot Woman Flash Briefing,Yes,Here's some inspirational words from John Wooden :
On The Dot Woman Flash Briefing,help,"For Help, please visit the help pages on the Amazon web site."
On The Dot Woman Flash Briefing,stop,
On The Dot Woman Flash Briefing,quit,
Budget Bot,"Alexa, open Budget Bot","Welcome to Budget Bot. You can tell me when you make a purchase and I'll add it to your budget, or you can ask me about how much you've spent so far. What would you like to do?"
Budget Bot,help,"Welcome to Budget Bot. You can tell me when you make a purchase and I'll add it to your budget, or you can ask me about how much you've spent so far. What would you like to do?"
Budget Bot,stop,Goodbye!
Budget Bot,quit,
Cryptocurrency Flash Briefing,"Alexa, open Cryptocurrency Flash Briefing",Here's your news.
Cryptocurrency Flash Briefing,help,"For Help, please visit the help pages on the Amazon web site."
Cryptocurrency Flash Briefing,stop,
Cryptocurrency Flash Briefing,quit,
Marketplace Morning Report,"Alexa, open Marketplace Morning Report","Sorry, I don't know that one."
Marketplace Morning Report,help,"For Help, please visit the help pages on the Amazon web site."
Marketplace Morning Report,stop,
Marketplace Morning Report,quit,
David Killinger - Carbon Valley Real Estate,"Alexa, open David Killinger - Carbon Valley Real Estate",<Audio only response>
David Killinger - Carbon Valley Real Estate,help,"For Help, please visit the help pages on the Amazon web site."
David Killinger - Carbon Valley Real Estate,stop,
David Killinger - Carbon Valley Real Estate,quit,
Understanding HR with Jay Sharp,"Alexa, open Understanding HR with Jay Sharp","Sorry, Iâ€™m not sure about that."
Understanding HR with Jay Sharp,help,"For Help, please visit the help pages on the Amazon web site."
Understanding HR with Jay Sharp,stop,
Understanding HR with Jay Sharp,quit,
Dialpad,"Alexa, open Dialpad","Hmm, I don't know that."
Dialpad,help,"For Help, please visit the help pages on the Amazon web site."
Dialpad,stop,
Dialpad,quit,
Mortgage Rates,"Alexa, open Mortgage Rates","Sorry, I don't know open mortgage rates' definition."
Mortgage Rates,help,"For Help, please visit the help pages on the Amazon web site."
Mortgage Rates,stop,
Mortgage Rates,quit,
"Disher, Hamrick & Myers Residential Real Estate","Alexa, open Disher, Hamrick & Myers Residential Real Estate","Welcome to Disher, Hamrick and Myers Residential Real Estate in beautiful Charleston, South Carolina. We look forward to helping you with all your home buying and selling needs in the greater Charleston, SC market. To learn more about our agency, say ""About Us"". You can also ask about our ""Location"", ""Get Directions"", ""Hours of Operation"", or ""Phone Number"". What can I help you with?"
"Disher, Hamrick & Myers Residential Real Estate",help,"I can help you answer many questions about our business. You can say things like ""About Us"" or ""Location"", or ""Hours of Operation"". You can also get ""Directions"" or ""Contact Information"". What would you like to know?"
"Disher, Hamrick & Myers Residential Real Estate",stop,"Sorry, I'm having trouble accessing your Disher, Hamrick & Myers Residential Real Estate skill right now"
"Disher, Hamrick & Myers Residential Real Estate",quit,
Comcast Business,"Alexa, open Comcast Business",It appears that your account is not currently linked. Go to your Alexa app and link your active core Alexa Skill.
Comcast Business,help,"For Help, please visit the help pages on the Amazon web site."
Comcast Business,stop,
Comcast Business,quit,
CEO Tip of the Day,"Alexa, open CEO Tip of the Day",Welcome to Renaissance Executive Forums CEO Tip of the Day. You can ask what's the CEO Tip of the Day. What would you like to do?
CEO Tip of the Day,help,"You can ask ""what's my CEO daily tip""? What would you like to do?"
CEO Tip of the Day,stop,Thank you for using Renaissance Executive Forums CEO tips.
CEO Tip of the Day,quit,
"What Next in Branding, Entrepreneurs & Startups","Alexa, open What Next in Branding, Entrepreneurs & Startups","Hmm, I'm not sure."
"What Next in Branding, Entrepreneurs & Startups",help,"For Help, please visit the help pages on the Amazon web site."
"What Next in Branding, Entrepreneurs & Startups",stop,
"What Next in Branding, Entrepreneurs & Startups",quit,
Jen's 5 am Jumpstart,"Alexa, open Jen's 5 am Jumpstart","Jen's 5 am Jumpstart is in your Flash Briefing; to hear it, just say, Whatâ€™s my Flash Briefing. To manage it, go to your Alexa App, tap on settings, then select Flash Briefing."
Jen's 5 am Jumpstart,help,"For Help, please visit the help pages on the Amazon web site."
Jen's 5 am Jumpstart,stop,
Jen's 5 am Jumpstart,quit,
Morgan Stanley Ideas Briefing,"Alexa, open Morgan Stanley Ideas Briefing",
Morgan Stanley Ideas Briefing,help,"For Help, please visit the help pages on the Amazon web site."
Morgan Stanley Ideas Briefing,stop,
Morgan Stanley Ideas Briefing,quit,
Cryptocurrency Prices,"Alexa, open Cryptocurrency Prices","Hmm, I don't know that."
Cryptocurrency Prices,help,"For Help, please visit the help pages on the Amazon web site."
Cryptocurrency Prices,stop,
Cryptocurrency Prices,quit,
Crypto Agent,"Alexa, open Crypto Agent","Hmm, I don't know that."
Crypto Agent,help,"For Help, please visit the help pages on the Amazon web site."
Crypto Agent,stop,
Crypto Agent,quit,
SentinelOne,"Alexa, open SentinelOne","Sorry, I don't know that one."
SentinelOne,help,"For Help, please visit the help pages on the Amazon web site."
SentinelOne,stop,
SentinelOne,quit,
Enrichment Voice Teller,"Alexa, open Enrichment Voice Teller",
Enrichment Voice Teller,help,"For Help, please visit the help pages on the Amazon web site."
Enrichment Voice Teller,stop,
Enrichment Voice Teller,quit,
CryptoPrice,"Alexa, open CryptoPrice","Sorry, Iâ€™m not sure about that."
CryptoPrice,help,"For Help, please visit the help pages on the Amazon web site."
CryptoPrice,stop,
CryptoPrice,quit,
The Hustle,"Alexa, open The Hustle","Sorry, Iâ€™m not sure about that."
The Hustle,help,"For Help, please visit the help pages on the Amazon web site."
The Hustle,stop,
The Hustle,quit,
Exchange Rate,"Alexa, open Exchange Rate","Sorry, I'm having trouble accessing your Exchange Rate skill right now"
Exchange Rate,help,"For Help, please visit the help pages on the Amazon web site."
Exchange Rate,stop,
Exchange Rate,quit,
Web Analytics,"Alexa, open Web Analytics","Oops! It seems like you haven't linked your account yet. Please use the alexa mobile app or login to your alexa account from a web browser, and go to the skills section. Select webanalytics skill, and click on link account."
Web Analytics,help,"For Help, please visit the help pages on the Amazon web site."
Web Analytics,stop,
Web Analytics,quit,
Stock Info,"Alexa, open Stock Info",What stock price would you like me to look up?
Stock Info,help,"I can tell you the stock price of any publicly traded company such as Apple, Tesla, Microsoft, and many more. Which would you like?"
Stock Info,stop,O.K.
Stock Info,quit,
Bitcoin Price,"Alexa, open Bitcoin Price",
Bitcoin Price,help,"For Help, please visit the help pages on the Amazon web site."
Bitcoin Price,stop,
Bitcoin Price,quit,
Money Converter,"Alexa, open Money Converter",Welcome to the Currency Converter Skill. I can help you convert money or offer exchange rates. What can I help you with?
Money Converter,help,"Ask me to look for current exchange rates. You can say: Exchange currency between dollars and sterling pounds. I can also make conversions from one currency to another. For example, you can say: can I have the conversion from ten euros to pounds?. The currencies you can ask me for are: american dollar, nicaraguan cordoba, euro, british pound, canadian dollar, chinese renminbi, brazilian real, colombian peso, and venezuelan bolivar. Do you want to convert something or ask me for some exchange rates?"
Money Converter,stop,"Ok, come back anytime you need help making currency conversions or finding exchange rates. Goodbye."
Money Converter,quit,
